,ID,mangaid,subfind_id,ifusize,redshift,lambda_r,star_axis,gas_axis,pa_offset,stel_qual,stel_feature,halpha_qual,halpha_feature
1264,TNG100-613138-IFU-127,1-339192,613138,127,0.02633488613185412,0.8882777169183108,126.0,133.5,7.5,2,0,2,0
1265,TNG100-497088-IFU-127,1-351575,497088,127,0.06444979836052636,0.6431798593291536,35.0,26.5,8.5,2,0,2,0
1266,TNG100-485284-IFU-19,1-460305,485284,19,0.0214985393336754,0.3879348337494668,262.5,250.0,12.5,2,0,2,0
1267,TNG100-550819-IFU-37,1-460434,550819,37,0.021066175443520036,0.6804754970242906,237.0,228.5,8.5,2,0,2,0
1268,TNG100-128426-IFU-37,1-460862,128426,37,0.020458126800187826,0.5956218038502111,247.0,,,1,0,0,0
1269,TNG100-660296-IFU-37,1-460461,660296,37,0.0213773040935334,0.5312972826885286,85.0,95.5,10.5,1,0,1,0
1270,TNG100-593573-IFU-61,1-605282,593573,61,0.036368793419919394,0.7341732844378901,314.0,316.0,2.0,2,0,2,0
1271,TNG100-508434-IFU-61,1-412631,508434,61,0.022796950727030342,0.7314896698684905,142.5,141.5,1.0,2,0,2,0
1272,TNG100-647054-IFU-61,1-460436,647054,61,0.021943582272259458,0.7614222031314508,154.5,158.0,3.5,2,0,2,0
1273,TNG100-621212-IFU-127,1-460293,621212,127,0.021342613313284284,0.9090959307452484,197.0,185.0,12.0,2,0,2,0
1274,TNG100-634550-IFU-127,1-460404,634550,127,0.02023035898148647,0.8914250873318345,139.5,130.0,9.5,2,0,2,0
1275,TNG100-623845-IFU-127,1-460882,623845,127,0.02040909858636794,0.6550200656995888,209.0,200.5,8.5,2,0,1,0
1276,TNG100-609574-IFU-127,1-460912,609574,127,0.020185807585852228,0.8785968976039599,7.0,7.0,0.0,2,0,2,0
1277,TNG100-306948-IFU-19,1-461292,306948,19,0.033871952924961486,0.3747035689370676,14.5,,,2,0,0,0
1278,TNG100-617467-IFU-37,1-460288,617467,37,0.04041217783058915,0.316525262587951,22.5,2.0,20.5,0,0,1,0
1279,TNG100-199327-IFU-37,1-460963,199327,37,0.024354488518910682,0.11175911459994438,161.5,97.0,64.5,0,0,1,0
1280,TNG100-630882-IFU-61,1-460463,630882,61,0.02083548617375204,0.6430139032015216,281.5,299.5,18.0,0,0,0,0
1281,TNG100-674646-IFU-61,1-460840,674646,61,0.023581160357318984,0.848951170051667,155.0,137.0,18.0,1,0,1,0
1282,TNG100-197155-IFU-61,1-460812,197155,61,0.022131870648832944,0.42583990868227417,216.0,,,0,0,0,0
1283,TNG100-672878-IFU-91,1-46562,672878,91,0.02128286281677445,0.8160233154056017,191.5,180.5,11.0,2,0,2,0
1284,TNG100-608647-IFU-91,1-46494,608647,91,0.02071854551569988,0.8268620524950913,183.5,165.0,18.5,2,0,2,0
1285,TNG100-621300-IFU-127,1-46825,621300,127,0.04137990137873429,0.5651603188257247,125.0,188.0,63.0,1,0,1,0
1286,TNG100-612543-IFU-127,1-47291,612543,127,0.03895401418763489,0.8951578062377967,255.5,244.0,11.5,2,0,2,0
1287,TNG100-612311-IFU-127,1-47765,612311,127,0.04120287027951945,0.8037723272234626,257.5,261.0,3.5,2,0,2,0
1288,TNG100-687738-IFU-19,1-47415,687738,19,0.026978903575086973,0.2776357482828559,127.5,,,0,0,0,0
1289,TNG100-175256-IFU-19,1-47224,175256,19,0.030893600116286668,0.38985638421551205,252.5,248.5,4.0,2,0,2,0
1290,TNG100-596678-IFU-37,1-46757,596678,37,0.0358037869516439,0.7238895322768202,286.5,295.0,8.5,2,0,2,0
1291,TNG100-112-IFU-37,1-47302,112,37,0.049772339129596416,0.3867669299101195,214.5,42.5,172.0,2,0,1,0
1292,TNG100-192912-IFU-61,1-47223,192912,61,0.020925443705924644,0.5395500151609106,298.0,178.5,119.5,2,3,0,3
1293,TNG100-552862-IFU-61,1-47290,552862,61,0.041994652746018525,0.5603988225910707,346.0,351.5,5.5,2,0,2,0
1294,TNG100-486384-IFU-61,1-564264,486384,61,0.03737658892578581,0.06635077084932926,14.5,,,0,0,0,0
1295,TNG100-438455-IFU-91,1-47732,438455,91,0.026707717374962792,0.3278890323654801,336.5,63.0,86.5,1,1,1,0
1296,TNG100-568777-IFU-91,1-47342,568777,91,0.048231276274837566,0.7242535657638153,175.0,184.5,9.5,2,0,2,0
1297,TNG100-631973-IFU-127,1-47248,631973,127,0.03558853664824985,0.6870500531554946,43.0,51.0,8.0,1,0,1,0
1298,TNG100-561601-IFU-127,1-46577,561601,127,0.04861396008469887,0.9128704743529756,344.0,346.5,2.5,2,0,2,0
1299,TNG100-322166-IFU-19,1-605419,322166,19,0.04497306288473514,0.2116999169256669,248.0,50.5,162.5,1,0,1,0
1300,TNG100-52717-IFU-37,1-73667,52717,37,0.03607055130806234,0.3330962282148517,246.5,271.5,25.0,1,0,1,0
1301,TNG100-426242-IFU-37,1-47170,426242,37,0.08558180684817432,0.16820417257134193,217.0,219.5,2.5,2,0,2,0
1302,TNG100-616732-IFU-91,1-73670,616732,91,0.035479908717962125,0.8734440470343678,171.5,168.0,3.5,2,0,2,0
1303,TNG100-611151-IFU-127,1-73638,611151,127,0.037712079299791534,0.9126588063629572,16.5,15.0,1.5,2,0,2,0
1304,TNG100-537029-IFU-127,1-605549,537029,127,0.0498189677862684,0.6982714588324094,139.5,137.0,2.5,2,0,2,0
1305,TNG100-552925-IFU-19,1-47618,552925,19,0.0566734443594769,0.7583794696371375,348.5,8.0,19.5,2,0,2,0
1306,TNG100-346420-IFU-37,1-46864,346420,37,0.11727743418796445,0.3065448924877926,157.5,150.5,7.0,2,0,2,0
1307,TNG100-621927-IFU-37,1-73651,621927,37,0.0224980740240613,0.5638265380251414,61.5,27.0,34.5,2,0,2,0
1308,TNG100-627692-IFU-61,1-47608,627692,61,0.02295933789339226,0.6393231483187577,1.0,351.5,9.5,2,0,2,0
1309,TNG100-428813-IFU-61,1-47627,428813,61,0.054694656520270835,0.7713891718586712,109.0,108.5,0.5,2,0,2,0
1310,TNG100-233216-IFU-91,1-73584,233216,91,0.05835152325621006,0.4126748112964339,344.0,237.0,107.0,1,0,2,0
1311,TNG100-593523-IFU-127,1-47120,593523,127,0.03881026037327701,0.6888252800803639,319.5,322.0,2.5,2,0,2,0
1312,TNG100-638308-IFU-127,1-47136,638308,127,0.037070015961717835,0.475514822519964,312.0,340.5,28.5,0,0,0,0
1313,TNG100-554826-IFU-127,1-47705,554826,127,0.023814325176482284,0.6620616292280503,212.0,214.5,2.5,2,0,2,0
1314,TNG100-622603-IFU-19,1-47862,622603,19,0.024232509813742985,0.6706014003953124,88.5,114.5,26.0,2,0,2,0
1315,TNG100-535960-IFU-19,1-47890,535960,19,0.02382414783465539,0.4737405410321041,4.5,27.5,23.0,2,0,2,0
1316,TNG100-69560-IFU-37,1-48410,69560,37,0.024291886710862,0.6830840987256099,277.5,,,2,0,0,0
1317,TNG100-477422-IFU-37,1-464063,477422,37,0.02328446028912988,0.5429569124976088,101.0,108.0,7.0,2,0,2,0
1318,TNG100-306520-IFU-37,1-567244,306520,37,0.02708427478785696,0.5020203283130179,20.5,46.0,25.5,1,0,1,2
1319,TNG100-399684-IFU-61,1-464461,399684,61,0.02482465329502409,0.6137119186440404,74.0,82.0,8.0,2,0,2,0
1320,TNG100-495516-IFU-61,1-463478,495516,61,0.03638884235115618,0.7845556216154725,131.5,167.0,35.5,1,0,1,0
1321,TNG100-188863-IFU-61,1-464069,188863,61,0.06957966293666276,0.7934546428334102,224.0,234.5,10.5,1,0,0,0
1322,TNG100-296791-IFU-61,1-462994,296791,61,0.040006057653364055,0.6957058201330089,194.5,197.0,2.5,2,0,2,0
1323,TNG100-614673-IFU-91,1-464210,614673,91,0.03723840035238701,0.7362322673136372,332.0,349.5,17.5,1,0,1,0
1324,TNG100-622752-IFU-127,1-462984,622752,127,0.04532451524243212,0.7391734012389294,4.0,10.5,6.5,1,0,1,0
1325,TNG100-466265-IFU-127,1-462966,466265,127,0.0658686123026552,0.4357627160668219,14.5,350.5,24.0,1,0,1,0
1326,TNG100-336518-IFU-127,1-463943,336518,127,0.03164986060761959,0.7308328364884861,302.0,297.5,4.5,2,0,2,0
1327,TNG100-674127-IFU-19,1-462964,674127,19,0.025280669958420463,0.2213763520303602,247.0,53.0,166.0,0,0,1,0
1328,TNG100-192902-IFU-37,1-464061,192902,37,0.053747668090244664,0.3998229513683556,168.0,169.0,1.0,2,0,2,0
1329,TNG100-653621-IFU-37,1-463969,653621,37,0.035402524229186286,0.4049218313431945,54.5,91.5,37.0,1,0,1,0
1330,TNG100-427314-IFU-37,1-463460,427314,37,0.07667887530016775,0.11349222712491512,305.5,75.5,130.0,0,1,0,0
1331,TNG100-627662-IFU-37,1-464294,627662,37,0.03580947634013955,0.7068156261245456,70.0,63.5,6.5,1,0,1,0
1332,TNG100-528078-IFU-61,1-464264,528078,61,0.069053038587976,0.7786956189684168,8.0,21.5,13.5,2,0,2,0
1333,TNG100-539451-IFU-127,1-464310,539451,127,0.02817239831721569,0.564235221737788,339.0,334.0,5.0,1,0,1,0
1334,TNG100-492947-IFU-127,1-217256,492947,127,0.06483584553484302,0.7080951737050675,39.0,36.0,3.0,2,0,2,0
1335,TNG100-460273-IFU-127,1-137795,460273,127,0.08164459325273257,0.7775945173117986,91.0,88.5,2.5,2,0,2,0
1336,TNG100-419302-IFU-37,1-137797,419302,37,0.028500984874639142,0.4380465513352768,139.0,107.0,32.0,2,0,2,0
1337,TNG100-268298-IFU-37,1-137870,268298,37,0.03946030751496424,0.6230459507538112,254.0,,,2,0,0,0
1338,TNG100-603211-IFU-37,1-217069,603211,37,0.02186951451198473,0.4423571705887565,37.0,25.5,11.5,2,0,2,0
1339,TNG100-618271-IFU-61,1-558242,618271,61,0.022825675425205787,0.7522372724722441,92.5,101.0,8.5,2,0,2,0
1340,TNG100-222270-IFU-61,1-217044,222270,61,0.07287873664908975,0.4347468460526449,211.5,,,2,0,0,0
1341,TNG100-602032-IFU-91,1-585433,602032,91,0.04131848496044525,0.8063494961364209,220.0,206.0,14.0,2,0,2,0
1342,TNG100-618482-IFU-127,1-137801,618482,127,0.02247194917301904,0.8490909023190285,152.5,168.0,15.5,2,0,2,0
1343,TNG100-619513-IFU-127,1-137799,619513,127,0.023418733875484102,0.8721826464709551,121.5,129.0,7.5,2,0,2,0
1344,TNG100-496647-IFU-127,1-137714,496647,127,0.024852726475358616,0.8513774845959438,33.0,37.5,4.5,2,0,2,0
1345,TNG100-350845-IFU-19,1-217022,350845,19,0.025268862414939242,0.6994891021218917,11.0,26.0,15.0,2,0,2,0
1346,TNG100-242221-IFU-37,1-217060,242221,37,0.024126295032904768,0.34347341282851795,254.0,,,2,0,0,0
1347,TNG100-131077-IFU-37,1-217050,131077,37,0.02273052539788331,0.4505221474618593,158.5,,,2,0,0,0
1348,TNG100-186941-IFU-37,1-558247,186941,37,0.02806194290233084,0.5376256793705978,337.5,335.0,2.5,2,0,2,0
1349,TNG100-646033-IFU-91,1-137730,646033,91,0.02591522232434184,0.7274258612475001,134.5,144.0,9.5,2,0,2,0
1350,TNG100-318639-IFU-127,1-217041,318639,127,0.015271467179956772,0.6821037729434738,254.0,247.5,6.5,2,0,2,0
1351,TNG100-537165-IFU-127,1-481814,537165,127,0.01568766272092347,0.6608083919179033,182.5,182.0,0.5,1,0,2,0
1352,TNG100-197-IFU-19,1-585474,197,19,0.03449533965566564,0.3260950077663809,210.5,149.5,61.0,1,0,1,0
1353,TNG100-639274-IFU-37,1-481860,639274,37,0.016158648450890958,0.5375126544682985,185.0,170.5,14.5,2,0,2,0
1354,TNG100-588403-IFU-37,1-481936,588403,37,0.02501346962983347,0.3899729945944002,244.0,249.5,5.5,2,0,2,0
1355,TNG100-381151-IFU-61,1-482554,381151,61,0.03729478179943356,0.6147236587134493,130.0,117.0,13.0,2,0,2,0
1356,TNG100-76141-IFU-61,1-482004,76141,61,0.014730886868349275,0.5821801804695403,205.0,199.5,5.5,2,0,2,0
1357,TNG100-96536-IFU-61,1-481671,96536,61,0.024218216786606017,0.7086712860071155,136.0,,,2,0,0,0
1358,TNG100-322986-IFU-91,1-481320,322986,91,0.015332483333750615,0.6937303060701265,224.0,234.0,10.0,1,0,2,0
1359,TNG100-464788-IFU-127,1-481249,464788,127,0.06457443316364632,0.2528328042872384,268.0,94.5,173.5,1,0,0,0
1360,TNG100-666554-IFU-127,1-605726,666554,127,0.01488194356051171,0.8417175813985665,205.5,197.0,8.5,2,0,2,0
1361,TNG100-645378-IFU-127,1-482580,645378,127,0.015559156412693368,0.9080599105512792,343.5,343.0,0.5,2,0,2,0
1362,TNG100-88978-IFU-19,1-481021,88978,19,0.01731575047253989,0.1863018307974504,156.5,,,0,0,0,0
1363,TNG100-691441-IFU-19,1-481824,691441,19,0.01809683172674501,0.1958215668301425,248.0,66.5,178.5,1,0,1,0
1364,TNG100-260018-IFU-37,1-481286,260018,37,0.06410302709422372,0.7088818808107551,226.0,227.0,1.0,1,3,1,3
1365,TNG100-451323-IFU-37,1-481779,451323,37,0.06794332361998201,0.2868708469095469,33.5,345.0,48.5,2,3,0,3
1366,TNG100-347511-IFU-61,1-481264,347511,61,0.045679589981425066,0.5420521318000252,188.5,202.0,13.5,1,0,1,0
1367,TNG100-702910-IFU-61,1-481051,702910,61,0.015501176125266712,0.5181615987331506,269.0,288.0,19.0,0,0,1,0
1368,TNG100-76101-IFU-61,1-155337,76101,61,0.0674993820387824,0.7028224465828798,87.5,,,2,0,0,0
1369,TNG100-643132-IFU-91,1-137898,643132,91,0.01633133147563211,0.9464684999892852,151.5,153.0,1.5,2,0,2,0
1370,TNG100-669749-IFU-91,1-137908,669749,91,0.016713324328307428,0.791257122713532,47.5,45.5,2.0,2,0,2,0
1371,TNG100-656039-IFU-127,1-567155,656039,127,0.015194002880266844,0.544552590735418,221.5,222.0,0.5,0,0,0,1
1372,TNG100-673879-IFU-127,1-137853,673879,127,0.016608009502137457,0.8829525373896479,40.0,32.5,7.5,1,0,1,0
1373,TNG100-161377-IFU-19,1-137890,161377,19,0.013896036667849214,0.511310172195756,67.0,,,1,0,0,0
1374,TNG100-458029-IFU-19,1-137915,458029,19,0.025886878814725,0.4210160992455021,76.0,78.5,2.5,2,0,2,0
1375,TNG100-376132-IFU-37,1-155558,376132,37,0.0667195925854058,0.07927680833125134,36.0,355.0,41.0,1,0,0,0
1376,TNG100-370190-IFU-61,1-137961,370190,61,0.07427019204516645,0.6365217968911261,123.0,119.0,4.0,2,0,2,0
1377,TNG100-404889-IFU-61,1-137883,404889,61,0.017648829826862403,0.2813045528095531,69.0,89.0,20.0,1,0,1,0
1378,TNG100-399521-IFU-61,1-155463,399521,61,0.025260519521500158,0.24666100545075945,48.0,44.5,3.5,1,0,1,2
1379,TNG100-431751-IFU-91,1-137875,431751,91,0.08916354516356087,0.09115968308031057,191.5,119.0,72.5,0,0,2,0
1380,TNG100-725086-IFU-91,1-155456,725086,91,0.016859088275667542,0.7126690783909961,240.0,244.0,4.0,1,0,1,0
1381,TNG100-601841-IFU-127,1-137845,601841,127,0.022145338014188724,0.5234106873993289,20.5,36.0,15.5,1,0,1,0
1382,TNG100-644089-IFU-127,1-155440,644089,127,0.014743579984982024,0.9351246244182441,196.5,206.5,10.0,2,0,2,0
1383,TNG100-608763-IFU-127,1-155541,608763,127,0.021004632630464568,0.8687524431904146,115.0,125.0,10.0,2,0,2,0
1384,TNG100-69532-IFU-127,1-558248,69532,127,0.021086285058677604,0.7433871761087417,161.0,,,2,0,0,0
1385,TNG100-342357-IFU-19,1-217331,342357,19,0.020726173536124808,0.2408491465043533,90.5,,,0,0,0,0
1386,TNG100-349897-IFU-37,1-137912,349897,37,0.0963442933867476,0.3610833238183897,32.5,73.0,40.5,1,0,1,0
1387,TNG100-624702-IFU-37,1-585513,624702,37,0.021932068560491645,0.7470103433861431,22.0,25.5,3.5,1,0,1,0
1388,TNG100-339183-IFU-61,1-147394,339183,61,0.02244770991885477,0.4698186480956793,287.5,159.5,128.0,1,0,1,0
1389,TNG100-657051-IFU-61,1-558471,657051,61,0.022457404390201257,0.7836061778974255,178.0,173.5,4.5,2,0,2,0
1390,TNG100-389706-IFU-91,1-217324,389706,91,0.024023074120407804,0.7257790182209102,178.0,185.5,7.5,2,0,2,0
1391,TNG100-644918-IFU-91,1-217304,644918,91,0.019681946314229967,0.4725536443489473,339.5,327.5,12.0,0,0,2,0
1392,TNG100-332393-IFU-127,1-217300,332393,127,0.04915063706735275,0.7695922879588573,359.0,6.0,7.0,2,0,2,0
1393,TNG100-680159-IFU-127,1-217171,680159,127,0.022311444252413173,0.52473020364262,206.5,185.0,21.5,0,0,0,0
1394,TNG100-182020-IFU-19,1-217221,182020,19,0.02332592337988671,0.17225648900439794,102.5,,,0,0,0,0
1395,TNG100-263560-IFU-19,1-217210,263560,19,0.0360913082780428,0.655512234439331,337.0,102.0,125.0,2,0,2,0
1396,TNG100-270974-IFU-37,1-217326,270974,37,0.04572646204447645,0.7046633294644313,99.0,122.5,23.5,1,0,1,0
1397,TNG100-402636-IFU-37,1-558926,402636,37,0.023627444278965886,0.3992367507768777,105.5,141.0,35.5,1,0,1,0
1398,TNG100-563655-IFU-37,1-137844,563655,37,0.02738943594748983,0.06997341819813209,256.5,16.0,119.5,1,0,0,0
1399,TNG100-290644-IFU-61,1-138087,290644,61,0.10467251112545264,0.542104759225371,351.5,10.0,18.5,2,0,2,0
1400,TNG100-618576-IFU-61,1-567187,618576,61,0.021890120664671282,0.7429546626902886,352.0,310.0,42.0,2,0,2,0
1401,TNG100-654162-IFU-61,1-185298,654162,61,0.03652862239993005,0.6885371101490956,162.0,189.0,27.0,2,0,2,0
1402,TNG100-108015-IFU-91,1-185287,108015,91,0.09587527697273046,0.071761403562297,82.0,58.5,23.5,0,0,0,0
1403,TNG100-446013-IFU-91,1-138021,446013,91,0.023234057077925828,0.7605771375048294,302.5,260.0,42.5,2,0,2,0
1404,TNG100-581487-IFU-127,1-567184,581487,127,0.022834101882494604,0.6055132013785242,228.5,218.5,10.0,2,0,2,0
1405,TNG100-697912-IFU-127,1-138164,697912,127,0.02323253791188017,0.7848748213676652,168.0,160.5,7.5,2,0,2,0
1406,TNG100-404770-IFU-127,1-138034,404770,127,0.024668469588356504,0.7677389921722555,218.5,218.0,0.5,2,0,2,0
1407,TNG100-228699-IFU-19,1-156011,228699,19,0.029314365093047787,0.3338811727393819,158.0,81.0,77.0,1,0,1,0
1408,TNG100-582161-IFU-37,1-138106,582161,37,0.03129378822501883,0.7826848878857815,77.0,73.0,4.0,2,0,2,0
1409,TNG100-634093-IFU-37,1-138140,634093,37,0.03464510856324074,0.3901600652208154,89.5,72.0,17.5,0,0,1,0
1410,TNG100-168402-IFU-61,1-138105,168402,61,0.02588596605429456,0.8873801003770568,237.5,249.5,12.0,2,0,2,0
1411,TNG100-102740-IFU-91,1-138102,102740,91,0.020989832982019868,0.3672590464818701,72.5,,,1,0,0,0
1412,TNG100-663440-IFU-127,1-585641,663440,127,0.022148556668312232,0.8010199207211811,165.0,165.5,0.5,2,0,2,0
1413,TNG100-551981-IFU-127,1-567185,551981,127,0.02747611212231896,0.8149947081528247,157.0,157.5,0.5,2,0,2,0
1414,TNG100-639139-IFU-127,1-605973,639139,127,0.03247023820495348,0.8219269819360612,167.0,175.5,8.5,1,0,1,0
1415,TNG100-367934-IFU-19,1-138157,367934,19,0.0279152786707164,0.17587480301909314,92.5,270.5,178.0,1,0,1,0
1416,TNG100-509994-IFU-19,1-274706,509994,19,0.060770233357957726,0.5990056729300187,255.0,257.0,2.0,2,0,2,0
1417,TNG100-17218-IFU-37,1-558442,17218,37,0.05947033044997546,0.4509085725117553,16.5,,,1,0,0,0
1418,TNG100-676790-IFU-37,1-275456,676790,37,0.022744994802168825,0.7240584878668195,221.0,217.5,3.5,2,0,2,0
1419,TNG100-4-IFU-37,1-274583,4,37,0.0959132886841894,0.0669326326312077,169.0,178.5,9.5,1,0,1,0
1420,TNG100-343638-IFU-37,1-255308,343638,37,0.11212211404083412,0.0310133422381318,229.5,6.0,136.5,0,0,1,0
1421,TNG100-76145-IFU-61,1-274646,76145,61,0.039836507973382784,0.4062653435553605,147.5,,,1,0,0,0
1422,TNG100-181989-IFU-61,1-255220,181989,61,0.06138663390637001,0.5383757598650584,68.0,57.5,10.5,1,0,1,0
1423,TNG100-609791-IFU-91,1-254394,609791,91,0.025224495123508262,0.5820872689013876,230.5,213.0,17.5,1,0,1,0
1424,TNG100-636600-IFU-91,1-274658,636600,91,0.01758466507634204,0.7119196034861227,142.5,216.5,74.0,0,0,0,0
1425,TNG100-490195-IFU-127,1-274689,490195,127,0.06133486137381153,0.7050429552179671,327.5,319.5,8.0,1,0,2,0
1426,TNG100-474437-IFU-127,1-274637,474437,127,0.06040000613788146,0.6805044138159086,319.0,186.0,133.0,1,0,0,0
1427,TNG100-380752-IFU-37,1-254940,380752,37,0.04087611707421365,0.6439409297804081,247.5,285.5,38.0,2,0,2,0
1428,TNG100-41660-IFU-37,1-274570,41660,37,0.041072636590262994,0.6376518261962562,24.5,,,1,0,0,0
1429,TNG100-487099-IFU-61,1-254642,487099,61,0.04610153127950295,0.7572086258367606,10.5,4.5,6.0,1,0,1,1
1430,TNG100-371471-IFU-61,1-255248,371471,61,0.09307499689975128,0.5730731395629408,116.5,104.5,12.0,2,0,2,0
1431,TNG100-356418-IFU-91,1-274663,356418,91,0.04022452199600615,0.5303280350258176,140.5,93.5,47.0,1,0,1,0
1432,TNG100-334728-IFU-127,1-274593,334728,127,0.04580887570556258,0.7539352945359229,26.5,26.5,0.0,2,0,2,0
1433,TNG100-17203-IFU-19,1-275354,17203,19,0.03804708723305178,0.1549854045585747,108.5,,,2,0,0,0
1434,TNG100-512330-IFU-37,1-255903,512330,37,0.040349549491846035,0.469298965180584,168.0,137.0,31.0,1,0,0,0
1435,TNG100-401062-IFU-37,1-276761,401062,37,0.05592221108083687,0.1395953017841245,39.5,94.5,55.0,2,0,2,0
1436,TNG100-443498-IFU-61,1-276547,443498,61,0.050866556396778416,0.09734806667873422,136.0,113.0,23.0,2,0,2,0
1437,TNG100-492285-IFU-91,1-256131,492285,91,0.04043852560727629,0.2610439408303153,254.5,272.5,18.0,2,0,0,3
1438,TNG100-550319-IFU-127,1-277339,550319,127,0.04637120680420808,0.6684404503520597,250.0,247.5,2.5,2,0,2,0
1439,TNG100-649307-IFU-127,1-255878,649307,127,0.021046613958527544,0.9394448996767076,102.0,83.0,19.0,1,0,1,0
1440,TNG100-405299-IFU-127,1-276544,405299,127,0.032612691881810964,0.7807868691930286,194.5,201.0,6.5,1,0,1,0
1441,TNG100-347808-IFU-19,1-276563,347808,19,0.017182257122352794,0.4868818160172372,320.0,,,1,0,0,0
1442,TNG100-161172-IFU-37,1-276550,161172,37,0.02945345959369835,0.1473414329632633,118.0,,,2,0,0,0
1443,TNG100-454633-IFU-37,1-611836,454633,37,0.04616232049151707,0.4684980776069703,37.5,47.0,9.5,2,0,2,0
1444,TNG100-263566-IFU-37,1-255890,263566,37,0.02867471954271905,0.5599425314341697,12.0,336.0,36.0,2,0,2,0
1445,TNG100-453019-IFU-61,1-276679,453019,61,0.05285525156864995,0.21422655271569332,48.0,114.5,66.5,1,0,1,0
1446,TNG100-607645-IFU-61,1-276590,607645,61,0.033031927569732306,0.8244230387190978,177.0,172.5,4.5,2,0,2,0
1447,TNG100-373510-IFU-61,1-255928,373510,61,0.10995650501522393,0.3503218007847985,267.5,272.5,5.0,2,0,2,0
1448,TNG100-60772-IFU-91,1-275340,60772,91,0.046043149085285916,0.699504319339171,109.0,,,2,0,0,0
1449,TNG100-598587-IFU-91,1-276562,598587,91,0.03593975827614978,0.7130556998231021,187.5,173.0,14.5,1,0,1,0
1450,TNG100-467575-IFU-127,1-276574,467575,127,0.0298237958922187,0.7488042835761652,319.5,325.5,6.0,2,0,2,0
1451,TNG100-137899-IFU-19,1-255939,137899,19,0.025952372829110292,0.6594060907138138,139.5,151.0,11.5,2,0,2,0
1452,TNG100-591604-IFU-19,1-255916,591604,19,0.02400353784924128,0.5162933795022621,185.0,182.0,3.0,2,0,2,0
1453,TNG100-529684-IFU-37,1-256150,529684,37,0.032524398296566955,0.8029197469157366,294.0,300.0,6.0,2,0,2,0
1454,TNG100-576853-IFU-61,1-255958,576853,61,0.02327904592532853,0.7718174041630949,226.0,247.5,21.5,2,0,2,0
1455,TNG100-682680-IFU-61,1-256155,682680,61,0.017620907545407644,0.715905817946556,5.0,10.5,5.5,2,0,2,0
1456,TNG100-464110-IFU-91,1-256210,464110,91,0.04792103026139305,0.6698355108906706,160.5,170.0,9.5,2,0,2,0
1457,TNG100-575628-IFU-127,1-277328,575628,127,0.022764826446637257,0.8579364060491516,350.0,2.0,12.0,1,0,1,0
1458,TNG100-523774-IFU-127,1-277277,523774,127,0.017139068868612217,0.8013753046318314,152.0,152.0,0.0,1,0,1,0
1459,TNG100-574879-IFU-127,1-277246,574879,127,0.03733331413909319,0.7997956235260671,301.5,286.5,15.0,2,0,2,0
1460,TNG100-651121-IFU-19,1-277289,651121,19,0.04670369054893584,0.5633981295732386,178.0,178.5,0.5,1,0,0,0
1461,TNG100-352819-IFU-19,1-256446,352819,19,0.03665906608538968,0.3713242747275095,216.0,38.0,178.0,1,0,1,0
1462,TNG100-645240-IFU-37,1-256203,645240,37,0.02168699247896269,0.547048065768315,250.5,204.0,46.5,2,0,2,0
1463,TNG100-459244-IFU-37,1-255963,459244,37,0.03018895215860035,0.4756960298281465,183.5,176.0,7.5,2,0,2,0
1464,TNG100-461865-IFU-61,1-256234,461865,61,0.033858033789594136,0.4658885819434664,290.5,318.5,28.0,1,0,1,0
1465,TNG100-648658-IFU-61,1-255938,648658,61,0.03595581741588687,0.6053218949858492,108.5,132.0,23.5,1,0,1,0
1466,TNG100-83289-IFU-61,1-277691,83289,61,0.06220150205330824,0.7008641145645941,350.5,,,2,0,0,0
1467,TNG100-449733-IFU-127,1-256456,449733,127,0.037989027794341296,0.7028662887261332,29.5,345.0,44.5,1,0,0,0
1468,TNG100-645632-IFU-127,1-558912,645632,127,0.03687159268106791,0.4442977361104252,245.0,241.5,3.5,2,0,2,0
1469,TNG100-419579-IFU-127,1-587938,419579,127,0.01915408894422304,0.6625427859457916,13.0,11.5,1.5,1,0,1,0
1470,TNG100-216-IFU-19,1-277154,216,19,0.019690720940255795,0.2594598210832131,124.5,,,1,0,0,0
1471,TNG100-339866-IFU-37,1-256457,339866,37,0.03628740560934978,0.268654207294416,5.0,223.0,142.0,1,0,1,0
1472,TNG100-293449-IFU-37,1-277161,293449,37,0.018337973759400262,0.4059998846472466,23.5,,,0,0,0,0
1473,TNG100-146179-IFU-37,1-277159,146179,37,0.1004124227869946,0.6512007375343947,297.5,303.5,6.0,2,0,2,0
1474,TNG100-314772-IFU-61,1-277103,314772,61,0.05109809647027636,0.7729205868351929,247.5,245.5,2.0,2,0,2,0
1475,TNG100-659664-IFU-61,1-255691,659664,61,0.01970812823687041,0.4742147247494503,308.0,281.0,27.0,1,0,1,0
1476,TNG100-137921-IFU-61,1-256104,137921,61,0.0188939338044962,0.2981596710777126,328.5,,,0,0,0,0
1477,TNG100-165740-IFU-61,1-277290,165740,61,0.016988682310193202,0.23869015514892866,44.0,,,0,0,0,0
1478,TNG100-660070-IFU-91,1-277521,660070,91,0.018563978819979784,0.7681040748506337,346.5,327.0,19.5,1,0,1,0
1479,TNG100-277691-IFU-127,1-278153,277691,127,0.03640811572582582,0.8663367421314061,271.0,273.0,2.0,2,0,2,0
1480,TNG100-102743-IFU-19,1-277539,102743,19,0.02046490862011522,0.21524097770852996,210.5,,,2,0,0,0
