,ID,mangaid,subfind_id,ifusize,redshift,lambda_r,star_axis,gas_axis,pa_offset,stel_qual,stel_feature,halpha_qual,halpha_feature
0,TNG100-440479-IFU-127,1-48157,440479,127,0.03741271507848185,0.8026966507904854,303.5,287.5,16.0,2,0,2,0
1,TNG100-394987-IFU-127,1-48188,394987,127,0.04684962505220013,0.7601007441104458,284.0,283.5,0.5,2,0,2,2
2,TNG100-76116-IFU-127,1-55648,76116,127,0.044099058106659206,0.5709924282227364,50.0,43.0,7.0,2,0,1,2
3,TNG100-125182-IFU-19,1-55784,125182,19,0.025266477883229558,0.1719841257212676,80.0,,,0,0,0,0
4,TNG100-168409-IFU-19,1-55567,168409,19,0.022589452996985653,0.3531164851599086,72.0,,,2,0,0,0
5,TNG100-128442-IFU-37,1-48201,128442,37,0.037664165253777686,0.16515520588047886,154.0,,,1,0,0,0
6,TNG100-626552-IFU-37,1-48111,626552,37,0.0244115195622734,0.4201488039705068,247.0,225.5,21.5,2,0,2,2
7,TNG100-489358-IFU-37,1-48136,489358,37,0.04013552820740925,0.6712543793479308,287.0,284.0,3.0,2,0,2,0
8,TNG100-296304-IFU-37,1-55612,296304,37,0.029853501359717736,0.7103815446399196,186.5,190.0,3.5,2,0,1,0
9,TNG100-445515-IFU-61,1-48223,445515,61,0.1106884330203485,0.4788295434836736,173.0,198.0,25.0,2,0,1,2
10,TNG100-146191-IFU-61,1-55683,146191,61,0.041047765437597535,0.4589955245023525,342.0,,,2,0,0,0
11,TNG100-419909-IFU-61,1-48116,419909,61,0.0649598016990416,0.6171262460857271,69.5,67.5,2.0,2,0,2,0
12,TNG100-134854-IFU-91,1-48208,134854,91,0.06725915576571515,0.7275459676839823,245.0,,,2,0,0,0
13,TNG100-379320-IFU-127,1-55529,379320,127,0.12498030746147447,0.6952845096987503,190.0,190.0,0.0,2,0,2,0
14,TNG100-413608-IFU-127,1-48189,413608,127,0.07862749150423401,0.5589533810474477,208.0,194.5,13.5,2,2,2,0
15,TNG100-613164-IFU-19,1-55552,613164,19,0.024622543698359273,0.2138866870806564,347.5,324.5,23.0,2,0,2,0
16,TNG100-484155-IFU-19,1-72673,484155,19,0.04821364183374423,0.6216869863935882,188.5,213.0,24.5,2,0,2,0
17,TNG100-414549-IFU-37,1-72610,414549,37,0.1128257304837284,0.4384128331267304,325.5,358.5,33.0,2,0,2,0
18,TNG100-619976-IFU-37,1-44990,619976,37,0.0201067603053966,0.6349902394407985,276.5,270.5,6.0,2,0,2,0
19,TNG100-339547-IFU-37,1-72607,339547,37,0.11446325338041792,0.19861024850813974,92.0,69.0,23.0,1,3,1,3
20,TNG100-421956-IFU-61,1-72456,421956,61,0.06503712085812574,0.6987620657905771,264.0,227.5,36.5,2,0,1,0
21,TNG100-158854-IFU-61,1-72595,158854,61,0.03593773730943271,0.29637922609753825,259.5,244.5,15.0,2,0,1,2
22,TNG100-12-IFU-61,1-122611,12,61,0.06343620359546928,0.25662960873393986,165.5,,,2,0,0,0
23,TNG100-660700-IFU-91,1-72733,660700,91,0.018895630276736908,0.8872380018013166,49.0,56.0,7.0,2,0,2,0
24,TNG100-184850-IFU-127,1-44971,184850,127,0.03043152069083558,0.7632049130659083,289.5,,,2,0,0,0
25,TNG100-437507-IFU-127,1-72755,437507,127,0.07362311526449537,0.2489128165083986,165.0,187.0,22.0,2,0,1,0
26,TNG100-486052-IFU-127,1-72719,486052,127,0.026958228234621004,0.7745469172566718,77.5,89.5,12.0,2,0,2,0
27,TNG100-368898-IFU-19,1-44590,368898,19,0.015692892994572074,0.1794900384673545,322.0,,,0,0,0,0
28,TNG100-255617-IFU-37,1-72572,255617,37,0.055835446620939325,0.4850731497670809,193.0,,,2,0,0,0
29,TNG100-278309-IFU-61,1-44581,278309,61,0.01590770546003659,0.5170685602322872,139.0,91.0,48.0,2,0,2,0
30,TNG100-627745-IFU-61,1-72562,627745,61,0.01783701604973062,0.6583816843617432,228.0,247.5,19.5,2,0,2,0
31,TNG100-652160-IFU-61,1-44999,652160,61,0.02208748125588892,0.8661475684615285,211.5,208.0,3.5,2,0,2,0
32,TNG100-366565-IFU-91,1-72706,366565,91,0.1285214667192012,0.09656637293159304,95.5,72.5,23.0,1,0,1,0
33,TNG100-437750-IFU-127,1-604985,437750,127,0.04040268785345468,0.4271911275039953,30.0,102.5,72.5,1,0,1,0
34,TNG100-542463-IFU-127,1-548430,542463,127,0.06391209235317269,0.441327589337151,113.0,100.0,13.0,2,0,2,0
35,TNG100-667151-IFU-19,1-153608,667151,19,0.020659376038859544,0.4841887719568598,179.0,140.5,38.5,2,0,2,0
36,TNG100-102721-IFU-19,1-548428,102721,19,0.03752770900543172,0.5131722795425766,255.0,278.5,23.5,2,0,2,0
37,TNG100-640680-IFU-37,1-153518,640680,37,0.02195155754709972,0.6454002395882172,219.5,217.0,2.5,2,0,2,0
38,TNG100-163688-IFU-37,1-153402,163688,37,0.030196927363263494,0.6180610016543625,156.0,,,2,0,0,0
39,TNG100-622560-IFU-61,1-153317,622560,61,0.021697638208121428,0.4789059038604429,82.5,100.0,17.5,2,0,2,0
40,TNG100-578577-IFU-61,1-153696,578577,61,0.03878587858391533,0.7510906662644035,307.0,298.5,8.5,2,0,2,0
41,TNG100-543809-IFU-61,1-136508,543809,61,0.0624265092926634,0.7981056030251686,275.0,278.5,3.5,2,0,2,0
42,TNG100-146214-IFU-91,1-153412,146214,91,0.03402688783462026,0.2374698067207791,65.0,,,0,0,0,0
43,TNG100-549760-IFU-127,1-136426,549760,127,0.046450658069763284,0.6373555326317055,247.0,251.0,4.0,2,0,2,0
44,TNG100-656851-IFU-127,1-153360,656851,127,0.02281010087086878,0.357237804476993,194.0,317.0,123.0,1,0,1,0
45,TNG100-204252-IFU-19,1-153723,204252,19,0.042606095501454416,0.3813837568905568,222.5,,,2,0,0,0
46,TNG100-374229-IFU-37,1-153357,374229,37,0.04333571519605667,0.7339096812724151,79.0,96.0,17.0,2,0,2,0
47,TNG100-165742-IFU-37,1-153556,165742,37,0.04031995454994846,0.5264038329044862,12.5,,,2,0,0,0
48,TNG100-208783-IFU-91,1-122111,208783,91,0.04656370215998356,0.1961015889502993,136.0,153.5,17.5,2,0,2,0
49,TNG100-468508-IFU-127,1-121959,468508,127,0.044092579233940735,0.79340944722039,159.0,163.5,4.5,2,0,2,0
50,TNG100-392098-IFU-19,1-121923,392098,19,0.03232644507538139,0.4777290156976486,204.5,1.0,156.5,2,0,2,0
51,TNG100-134868-IFU-19,1-605093,134868,19,0.04807064829686665,0.3712176790291083,220.5,,,2,0,0,0
52,TNG100-247352-IFU-37,1-153693,247352,37,0.04236822173614714,0.4796623933619611,224.0,247.5,23.5,2,0,1,0
53,TNG100-531027-IFU-37,1-122310,531027,37,0.04362571612552574,0.8063159097233593,133.5,146.0,12.5,2,0,2,0
54,TNG100-93-IFU-37,1-153901,93,37,0.0454901958250591,0.4669156905109453,107.0,,,2,0,0,0
55,TNG100-365743-IFU-61,1-122125,365743,61,0.10117152249730277,0.19032361834680736,54.5,224.0,169.5,2,0,0,2
56,TNG100-261963-IFU-61,1-122138,261963,61,0.04163244853398496,0.800342979591494,135.5,144.0,8.5,2,0,2,0
57,TNG100-264413-IFU-61,1-153589,264413,61,0.1016050215021008,0.11588068954761087,136.0,197.0,61.0,1,0,1,0
58,TNG100-292929-IFU-91,1-153713,292929,91,0.028899206177393614,0.9401762300386138,228.5,230.0,1.5,2,0,2,0
59,TNG100-613675-IFU-91,1-153635,613675,91,0.01616611841257552,0.8198437367080511,156.0,133.5,22.5,1,0,2,0
60,TNG100-524174-IFU-127,1-122139,524174,127,0.0277105067391018,0.7959203279698522,18.0,16.5,1.5,2,0,2,0
61,TNG100-640421-IFU-127,1-153942,640421,127,0.016775725019360598,0.526050300933543,242.5,194.0,48.5,0,0,1,2
62,TNG100-647799-IFU-19,1-121951,647799,19,0.021341156946705627,0.4761014831453792,179.5,150.0,29.5,2,0,2,0
63,TNG100-270968-IFU-37,1-153613,270968,37,0.045777096551363985,0.42227567472205774,233.0,242.0,9.0,1,0,1,0
64,TNG100-405882-IFU-37,1-382678,405882,37,0.06882003756452995,0.08860037876448071,189.0,110.5,78.5,0,0,2,0
65,TNG100-88668-IFU-61,1-412128,88668,61,0.09263943212478268,0.12049262199087317,329.5,,,0,0,0,0
66,TNG100-83304-IFU-61,1-382588,83304,61,0.027469001693056414,0.37446358526713214,245.5,,,2,0,0,0
67,TNG100-645926-IFU-61,1-297909,645926,61,0.041063353391700114,0.6664283483961888,32.5,33.5,1.0,2,0,2,0
68,TNG100-682155-IFU-91,1-297863,682155,91,0.016680202666583644,0.8528409890181824,257.0,248.5,8.5,1,0,2,0
69,TNG100-701421-IFU-91,1-382352,701421,91,0.015132088022813671,0.5845951319216164,153.0,185.5,32.5,0,0,2,0
70,TNG100-323852-IFU-127,1-297905,323852,127,0.02322961692546352,0.7697470030276407,207.5,210.0,2.5,2,0,2,0
71,TNG100-428289-IFU-127,1-297825,428289,127,0.07797765803028478,0.8137381682214632,26.5,35.5,9.0,2,0,2,0
72,TNG100-678525-IFU-127,1-382355,678525,127,0.0167073861995301,0.6019569441065792,102.0,133.0,31.0,1,0,2,0
73,TNG100-443590-IFU-19,1-412105,443590,19,0.0192314913298018,0.1969606937304352,274.5,,,0,0,0,0
74,TNG100-52710-IFU-37,1-297986,52710,37,0.01706673015413574,0.5104858455204806,82.5,,,2,0,0,0
75,TNG100-166-IFU-37,1-297956,166,37,0.016701730208445616,0.22811549105448264,89.0,,,0,0,0,0
76,TNG100-708843-IFU-37,1-297970,708843,37,0.01608074705915875,0.5341637551865513,138.5,,,1,0,0,0
77,TNG100-260056-IFU-61,1-382566,260056,61,0.014570163178891381,0.3014276471168906,247.0,,,0,0,0,0
78,TNG100-420926-IFU-61,1-411980,420926,61,0.02522104464675307,0.3865230887351431,273.5,305.0,31.5,1,0,2,0
79,TNG100-532122-IFU-61,1-459018,532122,61,0.0202934374053674,0.8170490972261327,305.0,272.0,33.0,2,0,2,0
80,TNG100-693355-IFU-91,1-458692,693355,91,0.022046709381600367,0.8281825935051853,164.0,175.5,11.5,1,0,2,0
81,TNG100-321677-IFU-91,1-458676,321677,91,0.02108714281886929,0.6796609137767851,27.5,7.0,20.5,2,0,2,0
82,TNG100-216035-IFU-127,1-459044,216035,127,0.01636767581994781,0.728853837628246,298.0,,,2,0,0,0
83,TNG100-435418-IFU-127,1-556959,435418,127,0.016989628891482568,0.8577926756570914,77.5,77.0,0.5,2,0,2,0
84,TNG100-628868-IFU-127,1-458727,628868,127,0.03902116961349854,0.7495806229611418,6.5,23.0,16.5,2,0,2,0
85,TNG100-125063-IFU-37,1-458682,125063,37,0.036813221411661684,0.519069059481904,122.0,120.0,2.0,2,0,1,0
86,TNG100-383506-IFU-37,1-412045,383506,37,0.05822512994553013,0.20510569990244515,148.0,192.5,44.5,2,0,1,2
87,TNG100-291114-IFU-37,1-412058,291114,37,0.07197481190140206,0.12457728917185801,282.5,266.0,16.5,0,0,0,0
88,TNG100-514988-IFU-61,1-458738,514988,61,0.039520994622583495,0.6942543996779296,149.0,147.0,2.0,2,0,2,0
89,TNG100-17226-IFU-91,1-458705,17226,91,0.03538743033112614,0.6452392594178864,224.5,,,2,0,0,0
90,TNG100-633067-IFU-91,1-604885,633067,91,0.017333238893506374,0.4991564952411986,100.5,172.0,71.5,0,0,2,0
91,TNG100-649952-IFU-127,1-412119,649952,127,0.02060198707350798,0.9542511370725792,297.5,307.0,9.5,2,0,2,0
92,TNG100-503827-IFU-127,1-604851,503827,127,0.015303609488248516,0.8629089728330739,82.0,76.0,6.0,1,0,2,0
93,TNG100-651045-IFU-127,1-382273,651045,127,0.013929781240796342,0.7956538204613426,14.0,17.0,3.0,2,0,2,0
94,TNG100-648448-IFU-127,1-584678,648448,127,0.013294337521025469,0.9474434460774886,218.0,243.0,25.0,2,0,2,0
95,TNG100-654208-IFU-19,1-604875,654208,19,0.019027034046035615,0.4114866306200234,221.5,247.0,25.5,2,0,2,0
96,TNG100-261968-IFU-37,1-382318,261968,37,0.042536553405850136,0.4421399268713023,318.5,357.0,38.5,2,0,1,0
97,TNG100-134864-IFU-37,1-382697,134864,37,0.023403457793186654,0.32798069095691673,258.0,228.5,29.5,2,0,2,0
98,TNG100-679947-IFU-37,1-382312,679947,37,0.04053724123561304,0.6687225952126213,356.5,355.0,1.5,2,0,2,0
99,TNG100-629867-IFU-61,1-382284,629867,61,0.0195058973536832,0.6119787299317526,315.5,288.0,27.5,2,0,2,0
100,TNG100-493751-IFU-127,1-383171,493751,127,0.027427414047016117,0.6552871700523049,343.0,332.0,11.0,2,0,2,0
101,TNG100-322586-IFU-127,1-412176,322586,127,0.02307788111674584,0.29442374734004856,107.0,313.0,154.0,2,0,1,0
102,TNG100-315533-IFU-19,1-382557,315533,19,0.024326030203049392,0.21539790646202264,67.5,,,0,0,0,0
103,TNG100-114418-IFU-37,1-382696,114418,37,0.02362156695988184,0.5402926855348908,126.0,,,2,0,0,0
104,TNG100-465549-IFU-37,1-382473,465549,37,0.017289604877310013,0.4037604369749532,214.5,144.0,70.5,0,0,2,0
105,TNG100-265283-IFU-37,1-383177,265283,37,0.02605872235333613,0.24224396376133514,223.5,,,1,0,0,0
106,TNG100-440477-IFU-61,1-412131,440477,61,0.02937292601026597,0.6902602623006024,242.0,249.5,7.5,2,0,2,0
107,TNG100-270972-IFU-61,1-412191,270972,61,0.0271860232725046,0.492222160317927,335.5,,,2,0,0,0
108,TNG100-522056-IFU-127,1-384262,522056,127,0.06256243015556598,0.6839064269957078,174.0,175.0,1.0,2,0,2,0
109,TNG100-656406-IFU-127,1-556820,656406,127,0.03669126519449508,0.677248772262508,242.5,257.5,15.0,2,0,2,0
110,TNG100-131064-IFU-19,1-556776,131064,19,0.029981515207955105,0.6267445026798272,76.5,,,2,0,0,0
111,TNG100-313957-IFU-19,1-605208,313957,19,0.03276868818708896,0.14665034101351404,229.0,64.5,164.5,0,0,2,0
112,TNG100-669153-IFU-37,1-384189,669153,37,0.01679363152189959,0.3607690916533962,291.5,330.5,39.0,0,0,2,0
113,TNG100-125067-IFU-37,1-384222,125067,37,0.03134476817470097,0.3549614043588434,343.5,326.5,17.0,2,0,2,0
114,TNG100-438038-IFU-61,1-384167,438038,61,0.07670781618957567,0.18012912497297606,356.0,7.5,11.5,0,1,2,0
115,TNG100-188867-IFU-61,1-384250,188867,61,0.058017361610943036,0.6287151184564888,94.5,,,2,0,0,0
116,TNG100-333258-IFU-127,1-384363,333258,127,0.0707918658223821,0.28760465409497044,105.0,76.5,28.5,1,0,1,0
117,TNG100-536534-IFU-127,1-384149,536534,127,0.02506092473501877,0.5543485761209843,352.5,358.5,6.0,2,0,2,0
118,TNG100-651424-IFU-19,1-384265,651424,19,0.03762570948407044,0.18847837820614774,4.5,,,2,0,0,0
119,TNG100-472295-IFU-37,1-384306,472295,37,0.030904800056068125,0.7092125573911142,197.0,196.5,0.5,2,0,2,0
120,TNG100-733785-IFU-37,1-605180,733785,37,0.03255765168032867,0.4660285586829542,184.0,,,2,0,0,0
121,TNG100-88708-IFU-37,1-384191,88708,37,0.03917377031683409,0.7954724367445725,159.5,156.5,3.0,2,0,2,0
122,TNG100-298207-IFU-61,1-605181,298207,61,0.0983448922679922,0.6182289265810573,281.5,285.5,4.0,2,0,2,0
123,TNG100-672239-IFU-127,1-153155,672239,127,0.018559465665522003,0.8815971997472923,239.0,243.0,4.0,1,0,2,0
124,TNG100-526989-IFU-127,1-153142,526989,127,0.044720325205146745,0.8297664088249471,95.5,46.5,49.0,2,0,1,0
125,TNG100-397418-IFU-37,1-153151,397418,37,0.10602315974041633,0.5392001622759156,246.0,317.0,71.0,2,0,0,0
126,TNG100-527744-IFU-37,1-136450,527744,37,0.05461457310178814,0.5761990164280171,183.0,113.5,69.5,2,0,1,0
127,TNG100-583740-IFU-61,1-201934,583740,61,0.02687446380568345,0.29556316510956565,272.5,294.0,21.5,2,0,2,2
128,TNG100-617666-IFU-61,1-153127,617666,61,0.02180815496767041,0.3751023741265828,105.5,129.5,24.0,1,0,2,0
129,TNG100-140734-IFU-61,1-146605,140734,61,0.036744740345913664,0.6991487625455188,216.5,228.0,11.5,0,0,0,0
130,TNG100-695211-IFU-127,1-201961,695211,127,0.017015129994670544,0.8091469842253863,259.0,169.0,90.0,1,0,1,0
131,TNG100-330553-IFU-127,1-201956,330553,127,0.07627880499007288,0.15799406267474225,292.5,273.5,19.0,1,0,1,0
132,TNG100-354732-IFU-19,1-201970,354732,19,0.04298074006900173,0.4212707044363757,226.5,188.0,38.5,2,0,1,0
133,TNG100-52661-IFU-19,1-146543,52661,19,0.04530406827697432,0.3914077662744541,234.0,,,2,0,0,0
134,TNG100-640195-IFU-37,1-201919,640195,37,0.03866798656586029,0.5724101449774087,328.5,327.0,1.5,2,0,2,0
135,TNG100-433816-IFU-37,1-604951,433816,37,0.015462433990064512,0.4316287075039745,84.5,2.0,82.5,2,0,1,0
136,TNG100-432832-IFU-61,1-201969,432832,61,0.016727162909925642,0.4729868577915477,22.0,54.5,32.5,2,0,2,0
137,TNG100-342689-IFU-91,1-136333,342689,91,0.08989239396880802,0.5298571264209913,141.5,146.0,4.5,2,0,2,0
138,TNG100-637971-IFU-127,1-229777,637971,127,0.024646229685530117,0.6224628473701942,252.0,281.0,29.0,2,0,2,0
139,TNG100-534151-IFU-127,1-298600,534151,127,0.01971766694460469,0.5330258095278924,172.0,170.5,1.5,2,0,2,0
140,TNG100-476045-IFU-127,1-230023,476045,127,0.02146866416063244,0.5480008669457941,312.5,268.0,44.5,2,0,2,0
141,TNG100-108024-IFU-37,1-605125,108024,37,0.05360969264960008,0.6434852610011256,128.0,113.5,14.5,2,0,0,0
142,TNG100-577792-IFU-37,1-298555,577792,37,0.041248391771132216,0.6079517557871512,239.0,229.5,9.5,2,0,2,0
143,TNG100-505333-IFU-61,1-229976,505333,61,0.04660220122211082,0.696285323606711,292.0,50.0,118.0,2,0,2,0
144,TNG100-403787-IFU-61,1-298596,403787,61,0.0798796201368638,0.1183576054178672,276.0,167.0,109.0,1,0,1,0
145,TNG100-482815-IFU-61,1-229965,482815,61,0.04718933237003287,0.24596344096367004,21.0,,,0,0,0,0
146,TNG100-348334-IFU-91,1-229966,348334,91,0.09330317269028236,0.4090856609591953,260.0,271.0,11.0,2,0,2,0
147,TNG100-612489-IFU-127,1-230070,612489,127,0.02114020731950522,0.8571290161045687,255.0,254.5,0.5,2,0,2,0
148,TNG100-480498-IFU-127,1-229977,480498,127,0.0253231809538574,0.8515818852493121,66.0,73.0,7.0,2,0,2,0
149,TNG100-633104-IFU-19,1-298623,633104,19,0.018695739515404496,0.35341700379933977,311.0,264.0,47.0,1,0,2,0
150,TNG100-354487-IFU-19,1-230090,354487,19,0.0265769128633012,0.4528051515358804,196.0,201.5,5.5,2,0,2,0
151,TNG100-96530-IFU-37,1-298693,96530,37,0.044949838180993205,0.7513785042381341,116.0,138.5,22.5,2,0,2,2
152,TNG100-647121-IFU-61,1-229796,647121,61,0.01940161800615156,0.7651497140213684,109.5,80.5,29.0,2,0,2,0
153,TNG100-628502-IFU-127,1-380045,628502,127,0.02607855775376153,0.3335517167069772,241.5,205.5,36.0,0,0,1,0
154,TNG100-261970-IFU-19,1-380097,261970,19,0.02624697339527582,0.2530060469832651,280.0,,,1,0,0,0
155,TNG100-314773-IFU-19,1-584822,314773,19,0.024892265210776445,0.7265343796292673,37.0,38.5,1.5,2,0,2,0
156,TNG100-152073-IFU-37,1-605088,152073,37,0.02961404563587835,0.09560886108773377,250.0,,,1,0,0,0
157,TNG100-118710-IFU-37,1-584905,118710,37,0.028281158162923006,0.22451530038796585,323.0,,,2,0,0,0
158,TNG100-327117-IFU-37,1-380334,327117,37,0.024473053414793347,0.6095427978573352,86.0,62.0,24.0,2,0,2,0
159,TNG100-88767-IFU-61,1-380333,88767,61,0.026899295613092712,0.20543911834251585,217.5,,,0,0,0,0
160,TNG100-253026-IFU-61,1-584800,253026,61,0.028307041581624,0.14605272067147515,79.0,,,0,0,0,0
161,TNG100-102712-IFU-61,1-379990,102712,61,0.02613106260346014,0.7085751476721648,254.5,263.5,9.0,2,0,2,0
162,TNG100-604995-IFU-91,1-380384,604995,91,0.02661738736006353,0.8205751021315658,103.0,95.5,7.5,2,0,2,0
163,TNG100-627210-IFU-127,1-380299,627210,127,0.022329105206044017,0.4170636706078395,193.5,174.5,19.0,1,0,2,0
164,TNG100-381397-IFU-127,1-379811,381397,127,0.02435916150094497,0.21828054922860907,21.0,,,1,0,0,0
165,TNG100-605920-IFU-127,1-380000,605920,127,0.023883208456849304,0.7260280083371535,236.0,222.5,13.5,2,0,2,0
166,TNG100-356179-IFU-19,1-605069,356179,19,0.021385744035050242,0.19593059493220968,17.5,285.0,92.5,1,0,2,0
167,TNG100-281727-IFU-37,1-380032,281727,37,0.02220474551045744,0.3632293621635274,223.0,,,1,0,0,0
168,TNG100-353977-IFU-37,1-605026,353977,37,0.020448841290138714,0.13810776474139336,105.5,143.5,38.0,1,0,2,0
169,TNG100-96551-IFU-37,1-380300,96551,37,0.023894760844999374,0.18197678049718694,239.0,,,2,0,0,0
170,TNG100-284323-IFU-37,1-351890,284323,37,0.0206935828019248,0.4980569026792958,253.5,,,2,0,0,0
171,TNG100-416118-IFU-61,1-351923,416118,61,0.02251204590139061,0.4547996438803521,58.0,47.5,10.5,1,0,1,0
172,TNG100-342691-IFU-91,1-352017,342691,91,0.021104528849360583,0.7813264937484264,259.0,289.0,30.0,2,0,2,0
173,TNG100-246241-IFU-127,1-352066,246241,127,0.035617522660364775,0.5495489788960329,184.5,188.5,4.0,1,0,2,0
174,TNG100-580093-IFU-127,1-352120,580093,127,0.02398842346644206,0.8786029104188108,221.0,219.5,1.5,2,0,2,0
175,TNG100-626731-IFU-127,1-352045,626731,127,0.024595585253341136,0.5735396849345388,40.5,53.5,13.0,2,0,2,0
176,TNG100-664289-IFU-127,1-352023,664289,127,0.017643427983253187,0.9200081022789552,338.5,335.0,3.5,2,0,2,0
177,TNG100-526866-IFU-127,1-548340,526866,127,0.02092789148721624,0.5584224854983955,37.0,149.0,112.0,1,0,2,0
178,TNG100-627998-IFU-19,1-352293,627998,19,0.021740411776337728,0.5970334491326245,75.5,331.0,104.5,1,2,0,1
179,TNG100-330210-IFU-37,1-46056,330210,37,0.022545198938017808,0.6138373224659014,103.0,105.5,2.5,2,0,2,0
180,TNG100-31417-IFU-37,1-351913,31417,37,0.0227043345088521,0.37389851648766814,75.0,,,2,0,0,0
181,TNG100-152067-IFU-37,1-351971,152067,37,0.02481211248270549,0.6477432648353294,165.5,129.5,36.0,2,0,2,0
182,TNG100-220614-IFU-37,1-352292,220614,37,0.02173888946707601,0.5415644620264314,207.0,,,2,0,0,0
183,TNG100-629630-IFU-61,1-352063,629630,61,0.021604176846141063,0.2671498426522788,127.0,354.0,133.0,0,0,0,2
184,TNG100-88729-IFU-61,1-548337,88729,61,0.02271865486159506,0.2854037865611413,341.5,,,2,0,0,0
185,TNG100-557269-IFU-91,1-352156,557269,91,0.022655953872383592,0.3626680335297519,312.5,306.0,6.5,2,0,2,0
186,TNG100-212847-IFU-91,1-584830,212847,91,0.04430213940853423,0.6047297790093594,36.5,116.5,80.0,2,0,1,0
187,TNG100-397568-IFU-127,1-352569,397568,127,0.06769159298538438,0.7197629560163484,301.5,319.5,18.0,2,0,2,0
188,TNG100-648537-IFU-127,1-352635,648537,127,0.0352254607131824,0.6054058870162037,320.5,319.0,1.5,1,0,2,0
189,TNG100-41696-IFU-37,1-379920,41696,37,0.021933586911689267,0.4516294982767034,91.0,,,2,0,0,0
190,TNG100-165747-IFU-37,1-379503,165747,37,0.024602445818230373,0.3325202671601975,175.5,,,1,0,0,0
191,TNG100-482118-IFU-37,1-352409,482118,37,0.018695122697332242,0.4578716991522821,105.5,99.5,6.0,1,0,2,0
192,TNG100-41601-IFU-61,1-379941,41601,61,0.03246728303661995,0.6445935686241695,351.0,341.5,9.5,2,0,2,0
193,TNG100-616494-IFU-61,1-379877,616494,61,0.0250169395791146,0.5990103056889672,149.0,150.0,1.0,2,0,2,0
194,TNG100-455552-IFU-61,1-352662,455552,61,0.05593209839205447,0.2936319262401802,37.0,69.0,32.0,0,1,0,1
195,TNG100-76109-IFU-61,1-352603,76109,61,0.03288638359090928,0.12225138023874713,353.0,,,0,1,0,0
196,TNG100-401195-IFU-91,1-379829,401195,91,0.022545314691587427,0.8001320015608219,69.5,66.5,3.0,2,0,2,0
197,TNG100-502595-IFU-91,1-352538,502595,91,0.030704845333642768,0.5609525950455271,77.0,71.0,6.0,2,0,2,0
198,TNG100-515821-IFU-127,1-379814,515821,127,0.056874830896341225,0.8730249477262678,294.0,303.0,9.0,2,0,2,0
199,TNG100-557804-IFU-127,1-379865,557804,127,0.02937297354135357,0.7043845135611182,15.0,20.5,5.5,2,0,2,0
200,TNG100-662727-IFU-127,1-122535,662727,127,0.013702679642841728,0.7939208816460505,145.0,155.0,10.0,1,0,2,0
201,TNG100-702708-IFU-19,1-122623,702708,19,0.01674277385358225,0.3190145744597105,311.5,289.5,22.0,0,0,2,0
202,TNG100-76099-IFU-37,1-72413,76099,37,0.08744230456615623,0.3290177458944489,125.5,351.0,134.5,2,0,2,0
203,TNG100-427114-IFU-61,1-72416,427114,61,0.08054480828303415,0.7254698239144662,294.0,296.0,2.0,2,0,2,0
204,TNG100-276221-IFU-61,1-122869,276221,61,0.05163089282598121,0.5815421400971638,28.5,351.0,37.5,2,0,0,0
205,TNG100-391447-IFU-91,1-122783,391447,91,0.05950939430187429,0.7403393045666126,27.0,38.0,11.0,2,0,2,0
206,TNG100-444443-IFU-127,1-122684,444443,127,0.025025941970980653,0.8577398827249764,275.0,273.0,2.0,2,0,2,0
207,TNG100-612577-IFU-19,1-548653,612577,19,0.0251164351739764,0.4141740330317885,222.0,55.0,167.0,2,0,2,0
208,TNG100-368174-IFU-37,1-122708,368174,37,0.024245129875215123,0.4594044764008256,328.5,332.5,4.0,2,0,2,0
209,TNG100-568236-IFU-37,1-122768,568236,37,0.024914676223760947,0.42003424326410455,62.5,,,2,0,0,0
210,TNG100-642463-IFU-37,1-154273,642463,37,0.019740306648133445,0.29466416505245263,31.0,101.5,70.5,1,0,2,0
211,TNG100-568762-IFU-61,1-72402,568762,61,0.05052908381162871,0.7951947446694813,75.0,75.5,0.5,2,0,2,0
212,TNG100-234522-IFU-61,1-122625,234522,61,0.02556391178922815,0.7678339800950543,55.0,48.5,6.5,2,0,2,0
213,TNG100-461668-IFU-61,1-72421,461668,61,0.024980807455121296,0.8656872779054972,92.0,106.5,14.5,2,0,2,0
214,TNG100-370192-IFU-61,1-122507,370192,61,0.023257856690256568,0.7222869759862305,59.0,57.5,1.5,2,0,2,0
215,TNG100-436003-IFU-91,1-383145,436003,91,0.0643598873590362,0.442542467241867,30.0,35.0,5.0,2,0,2,0
216,TNG100-391681-IFU-91,1-383052,391681,91,0.09787437323219636,0.2200431974064188,46.0,66.5,20.5,2,0,1,0
217,TNG100-506207-IFU-127,1-383040,506207,127,0.07073750818043886,0.43166615964194416,265.5,233.0,32.5,2,0,2,0
218,TNG100-637112-IFU-127,1-412407,637112,127,0.01722461835895256,0.8961105653491488,178.5,175.5,3.0,2,0,2,0
219,TNG100-237944-IFU-127,1-412212,237944,127,0.04367984416026139,0.7880077139165667,111.0,129.0,18.0,2,0,1,0
220,TNG100-197156-IFU-19,1-412352,197156,19,0.01167732026891749,0.4096817795533569,129.5,,,1,0,0,0
221,TNG100-69538-IFU-37,1-412272,69538,37,0.05391526744015602,0.5583027094282416,98.0,84.0,14.0,2,0,1,0
